Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT_VARIANT,'32065214611571,option1,en,,,38,
PRODUCT_VARIANT,'32065214611571,option2,en,,,#c48245,
PRODUCT_VARIANT,'32065214644339,option1,en,,,40,
PRODUCT_VARIANT,'32065214644339,option2,en,,,#c48245,
PRODUCT_VARIANT,'32065215168627,option1,en,,,34,
PRODUCT_VARIANT,'32065215168627,option2,en,,,#000000,
PRODUCT_VARIANT,'32065215201395,option1,en,,,36,
PRODUCT_VARIANT,'32065215201395,option2,en,,,#000000,
PRODUCT_VARIANT,'32065215234163,option1,en,,,38,
PRODUCT_VARIANT,'32065215234163,option2,en,,,#000000,
PRODUCT_VARIANT,'32065215266931,option1,en,,,40,
PRODUCT_VARIANT,'32065215266931,option2,en,,,#000000,
PRODUCT_VARIANT,'32065215332467,option1,en,,,34,
PRODUCT_VARIANT,'32065215332467,option2,en,,,#93bfb4,
PRODUCT_VARIANT,'32065215365235,option1,en,,,36,
PRODUCT_VARIANT,'32065215365235,option2,en,,,#93bfb4,
PRODUCT_VARIANT,'32065215398003,option1,en,,,38,
PRODUCT_VARIANT,'32065215398003,option2,en,,,#93bfb4,
PRODUCT_VARIANT,'32065215430771,option1,en,,,40,
PRODUCT_VARIANT,'32065215430771,option2,en,,,#93bfb4,
PRODUCT_VARIANT,'32065215463539,option1,en,,,34,
PRODUCT_VARIANT,'32065215463539,option2,en,,,#ffb600,
PRODUCT_VARIANT,'32065215496307,option1,en,,,36,
PRODUCT_VARIANT,'32065215496307,option2,en,,,#ffb600,
PRODUCT_VARIANT,'32065215529075,option1,en,,,38,
PRODUCT_VARIANT,'32065215529075,option2,en,,,#ffb600,
PRODUCT_VARIANT,'32065215561843,option1,en,,,40,
PRODUCT_VARIANT,'32065215561843,option2,en,,,#ffb600,
PRODUCT_VARIANT,'32065215660147,option1,en,,,34,
PRODUCT_VARIANT,'32065215660147,option2,en,,,#000000,
PRODUCT_VARIANT,'32065215692915,option1,en,,,36,
PRODUCT_VARIANT,'32065215692915,option2,en,,,#000000,
PRODUCT_VARIANT,'32065215758451,option1,en,,,38,
PRODUCT_VARIANT,'32065215758451,option2,en,,,#000000,
PRODUCT_VARIANT,'32065215823987,option1,en,,,40,
PRODUCT_VARIANT,'32065215823987,option2,en,,,#000000,
PRODUCT_VARIANT,'32065219592307,option1,en,,,34,
PRODUCT_VARIANT,'32065219592307,option2,en,,,#2d544c,
PRODUCT_VARIANT,'32065219625075,option1,en,,,36,
PRODUCT_VARIANT,'32065219625075,option2,en,,,#2d544c,
PRODUCT_VARIANT,'32065219657843,option1,en,,,38,
PRODUCT_VARIANT,'32065219657843,option2,en,,,#2d544c,
PRODUCT_VARIANT,'32065219690611,option1,en,,,40,
PRODUCT_VARIANT,'32065219690611,option2,en,,,#2d544c,
PRODUCT_VARIANT,'32065219723379,option1,en,,,34,
PRODUCT_VARIANT,'32065219723379,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219756147,option1,en,,,36,
PRODUCT_VARIANT,'32065219756147,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219788915,option1,en,,,38,
PRODUCT_VARIANT,'32065219788915,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219821683,option1,en,,,40,
PRODUCT_VARIANT,'32065219821683,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219854451,option1,en,,,34,
PRODUCT_VARIANT,'32065219854451,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219887219,option1,en,,,36,
PRODUCT_VARIANT,'32065219887219,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219919987,option1,en,,,38,
PRODUCT_VARIANT,'32065219919987,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219952755,option1,en,,,40,
PRODUCT_VARIANT,'32065219952755,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065219985523,option1,en,,,34,
PRODUCT_VARIANT,'32065219985523,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065220018291,option1,en,,,36,
PRODUCT_VARIANT,'32065220018291,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065220051059,option1,en,,,38,
PRODUCT_VARIANT,'32065220051059,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065220083827,option1,en,,,40,
PRODUCT_VARIANT,'32065220083827,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065223524467,option1,en,,,34,
PRODUCT_VARIANT,'32065223524467,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065223557235,option1,en,,,36,
PRODUCT_VARIANT,'32065223557235,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065223590003,option1,en,,,38,
PRODUCT_VARIANT,'32065223590003,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065223622771,option1,en,,,40,
PRODUCT_VARIANT,'32065223622771,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065223786611,option1,en,,,34,
PRODUCT_VARIANT,'32065223786611,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065223819379,option1,en,,,36,
PRODUCT_VARIANT,'32065223819379,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065223852147,option1,en,,,38,
PRODUCT_VARIANT,'32065223852147,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065223884915,option1,en,,,40,
PRODUCT_VARIANT,'32065223884915,option2,en,,,#ba7720,
PRODUCT_VARIANT,'32065228570739,option1,en,,,34,
PRODUCT_VARIANT,'32065228570739,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065228603507,option1,en,,,36,
PRODUCT_VARIANT,'32065228603507,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065228636275,option1,en,,,38,
PRODUCT_VARIANT,'32065228636275,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065228669043,option1,en,,,40,
PRODUCT_VARIANT,'32065228669043,option2,en,,,#d4cec7,
PRODUCT_VARIANT,'32065240006771,option1,en,,,34,
PRODUCT_VARIANT,'32065240006771,option2,en,,,#8c3901,
PRODUCT_VARIANT,'32065240039539,option1,en,,,36,
PRODUCT_VARIANT,'32065240039539,option2,en,,,#8c3901,
PRODUCT_VARIANT,'32065240072307,option1,en,,,38,
PRODUCT_VARIANT,'32065240072307,option2,en,,,#8c3901,
PRODUCT_VARIANT,'32065240105075,option1,en,,,40,
PRODUCT_VARIANT,'32065240105075,option2,en,,,#8c3901,
PRODUCT_VARIANT,'37153851703481,option1,en,,,40,
PRODUCT_VARIANT,'37153851703481,option2,en,,,#080224,
PRODUCT_VARIANT,'38802414174393,option1,en,,,34,
PRODUCT_VARIANT,'38802414207161,option1,en,,,36,
PRODUCT_VARIANT,'38802414239929,option1,en,,,38,
PRODUCT_VARIANT,'38802414272697,option1,en,,,40,
PRODUCT_VARIANT,'38802414305465,option1,en,,,42,
PRODUCT_VARIANT,'38802428264633,option1,en,,,34,
PRODUCT_VARIANT,'38802428297401,option1,en,,,36,
PRODUCT_VARIANT,'38802428330169,option1,en,,,38,
PRODUCT_VARIANT,'38802428362937,option1,en,,,40,
PRODUCT_VARIANT,'38802428395705,option1,en,,,42,
PRODUCT_VARIANT,'38802432819385,option1,en,,,34,
PRODUCT_VARIANT,'38802432852153,option1,en,,,36,
PRODUCT_VARIANT,'38802432884921,option1,en,,,38,
PRODUCT_VARIANT,'38802432917689,option1,en,,,40,
PRODUCT_VARIANT,'38802432950457,option1,en,,,42,
PRODUCT_VARIANT,'38802436817081,option1,en,,,34,
PRODUCT_VARIANT,'38802436849849,option1,en,,,36,
PRODUCT_VARIANT,'38802436882617,option1,en,,,38,
PRODUCT_VARIANT,'38802436915385,option1,en,,,40,
PRODUCT_VARIANT,'38802436948153,option1,en,,,42,
PRODUCT_VARIANT,'38802443534521,option1,en,,,34,
PRODUCT_VARIANT,'38802443567289,option1,en,,,36,
PRODUCT_VARIANT,'38802443600057,option1,en,,,38,
PRODUCT_VARIANT,'38802443632825,option1,en,,,40,
PRODUCT_VARIANT,'38802443665593,option1,en,,,42,
PRODUCT_VARIANT,'38802496192697,option1,en,,,34,
PRODUCT_VARIANT,'38802496225465,option1,en,,,36,
PRODUCT_VARIANT,'38802496258233,option1,en,,,38,
PRODUCT_VARIANT,'38802496291001,option1,en,,,40,
PRODUCT_VARIANT,'38802496323769,option1,en,,,42,
PRODUCT_VARIANT,'38802500059321,option1,en,,,34,
PRODUCT_VARIANT,'38802500092089,option1,en,,,36,
PRODUCT_VARIANT,'38802500124857,option1,en,,,38,
PRODUCT_VARIANT,'38802500157625,option1,en,,,40,
PRODUCT_VARIANT,'38802500190393,option1,en,,,42,
PRODUCT_VARIANT,'38802515951801,option1,en,,,34,
PRODUCT_VARIANT,'38802515984569,option1,en,,,36,
PRODUCT_VARIANT,'38802516017337,option1,en,,,38,
PRODUCT_VARIANT,'38802516050105,option1,en,,,40,
PRODUCT_VARIANT,'38802516082873,option1,en,,,42,
PRODUCT_VARIANT,'38802526339257,option1,en,,,34,
PRODUCT_VARIANT,'38802526372025,option1,en,,,36,
PRODUCT_VARIANT,'38802526404793,option1,en,,,38,
PRODUCT_VARIANT,'38802526470329,option1,en,,,40,
PRODUCT_VARIANT,'38802526503097,option1,en,,,42,
PRODUCT_VARIANT,'38802534301881,option1,en,,,34,
PRODUCT_VARIANT,'38802534334649,option1,en,,,36,
PRODUCT_VARIANT,'38802534367417,option1,en,,,38,
PRODUCT_VARIANT,'38802534432953,option1,en,,,40,
PRODUCT_VARIANT,'38802534465721,option1,en,,,42,
PRODUCT_VARIANT,'38802546983097,option1,en,,,34,
PRODUCT_VARIANT,'38802547015865,option1,en,,,36,
PRODUCT_VARIANT,'38802547048633,option1,en,,,38,
PRODUCT_VARIANT,'38802547081401,option1,en,,,40,
PRODUCT_VARIANT,'38802547146937,option1,en,,,42,
PRODUCT_VARIANT,'38802559926457,option1,en,,,34,
PRODUCT_VARIANT,'38802559959225,option1,en,,,36,
PRODUCT_VARIANT,'38802559991993,option1,en,,,38,
PRODUCT_VARIANT,'38802560024761,option1,en,,,40,
PRODUCT_VARIANT,'38802560057529,option1,en,,,42,
PRODUCT_VARIANT,'38802575786169,option1,en,,,34,
PRODUCT_VARIANT,'38802575818937,option1,en,,,36,
PRODUCT_VARIANT,'38802575851705,option1,en,,,38,
PRODUCT_VARIANT,'38802575884473,option1,en,,,40,
PRODUCT_VARIANT,'38802575917241,option1,en,,,42,
PRODUCT_VARIANT,'38802598691001,option1,en,,,34,
PRODUCT_VARIANT,'38802598723769,option1,en,,,36,
PRODUCT_VARIANT,'38802598756537,option1,en,,,38,
PRODUCT_VARIANT,'38802598789305,option1,en,,,40,
PRODUCT_VARIANT,'38802598822073,option1,en,,,42,
PRODUCT_VARIANT,'38802616123577,option1,en,,,34,
PRODUCT_VARIANT,'38802616156345,option1,en,,,36,
PRODUCT_VARIANT,'38802616189113,option1,en,,,38,
PRODUCT_VARIANT,'38802616254649,option1,en,,,40,
PRODUCT_VARIANT,'38802616287417,option1,en,,,42,
PRODUCT_VARIANT,'38802621464761,option1,en,,,34,
PRODUCT_VARIANT,'38802621497529,option1,en,,,36,
PRODUCT_VARIANT,'38802621530297,option1,en,,,38,
PRODUCT_VARIANT,'38802621563065,option1,en,,,40,
PRODUCT_VARIANT,'38802621595833,option1,en,,,42,
PRODUCT_VARIANT,'38802637160633,option1,en,,,34,
PRODUCT_VARIANT,'38802637193401,option1,en,,,36,
PRODUCT_VARIANT,'38802637226169,option1,en,,,38,
PRODUCT_VARIANT,'38802637258937,option1,en,,,40,
PRODUCT_VARIANT,'38802637291705,option1,en,,,42,
PRODUCT_VARIANT,'38802641518777,option1,en,,,34,
PRODUCT_VARIANT,'38802641551545,option1,en,,,36,
PRODUCT_VARIANT,'38802641584313,option1,en,,,38,
PRODUCT_VARIANT,'38802641617081,option1,en,,,40,
PRODUCT_VARIANT,'38802641649849,option1,en,,,42,
PRODUCT_VARIANT,'38802646859961,option1,en,,,34,
PRODUCT_VARIANT,'38802646892729,option1,en,,,36,
PRODUCT_VARIANT,'38802646925497,option1,en,,,38,
PRODUCT_VARIANT,'38802646958265,option1,en,,,40,
PRODUCT_VARIANT,'38802646991033,option1,en,,,42,
PRODUCT_VARIANT,'38802652397753,option1,en,,,34,
PRODUCT_VARIANT,'38802652430521,option1,en,,,36,
PRODUCT_VARIANT,'38802652463289,option1,en,,,38,
PRODUCT_VARIANT,'38802652496057,option1,en,,,40,
PRODUCT_VARIANT,'38802652528825,option1,en,,,42,
PRODUCT_VARIANT,'38802711412921,option1,en,,,34,
PRODUCT_VARIANT,'38802711445689,option1,en,,,36,
PRODUCT_VARIANT,'38802711478457,option1,en,,,38,
PRODUCT_VARIANT,'38802711511225,option1,en,,,40,
PRODUCT_VARIANT,'38802711543993,option1,en,,,42,
PRODUCT_VARIANT,'38802759516345,option1,en,,,34,
PRODUCT_VARIANT,'38802759581881,option1,en,,,36,
PRODUCT_VARIANT,'38802759614649,option1,en,,,38,
PRODUCT_VARIANT,'38802759647417,option1,en,,,40,
PRODUCT_VARIANT,'38802759680185,option1,en,,,42,
PRODUCT_VARIANT,'38802767085753,option1,en,,,34,
PRODUCT_VARIANT,'38802767118521,option1,en,,,36,
PRODUCT_VARIANT,'38802767151289,option1,en,,,38,
PRODUCT_VARIANT,'38802767184057,option1,en,,,40,
PRODUCT_VARIANT,'38802767216825,option1,en,,,42,
PRODUCT_VARIANT,'38802770034873,option1,en,,,34,
PRODUCT_VARIANT,'38802770067641,option1,en,,,36,
PRODUCT_VARIANT,'38802770100409,option1,en,,,38,
PRODUCT_VARIANT,'38802770133177,option1,en,,,40,
PRODUCT_VARIANT,'38802770165945,option1,en,,,42,
PRODUCT_VARIANT,'38802791891129,option1,en,,,34,
PRODUCT_VARIANT,'38802791923897,option1,en,,,36,
PRODUCT_VARIANT,'38802791956665,option1,en,,,38,
PRODUCT_VARIANT,'38802791989433,option1,en,,,40,
PRODUCT_VARIANT,'38802792087737,option1,en,,,42,
PRODUCT_VARIANT,'38802799427769,option1,en,,,34,
PRODUCT_VARIANT,'38802799493305,option1,en,,,36,
PRODUCT_VARIANT,'38802799526073,option1,en,,,38,
PRODUCT_VARIANT,'38802799558841,option1,en,,,40,
PRODUCT_VARIANT,'38802799591609,option1,en,,,42,
PRODUCT_VARIANT,'38802811584697,option1,en,,,34,
PRODUCT_VARIANT,'38802811617465,option1,en,,,36,
PRODUCT_VARIANT,'38802811650233,option1,en,,,38,
PRODUCT_VARIANT,'38802811683001,option1,en,,,40,
PRODUCT_VARIANT,'38802811715769,option1,en,,,42,
PRODUCT_VARIANT,'38802820595897,option1,en,,,34,
PRODUCT_VARIANT,'38802820628665,option1,en,,,36,
PRODUCT_VARIANT,'38802820661433,option1,en,,,38,
PRODUCT_VARIANT,'38802820694201,option1,en,,,40,
PRODUCT_VARIANT,'38802820726969,option1,en,,,42,
PRODUCT_VARIANT,'38802828034233,option1,en,,,34,
PRODUCT_VARIANT,'38802828067001,option1,en,,,36,
PRODUCT_VARIANT,'38802828099769,option1,en,,,38,
PRODUCT_VARIANT,'38802828132537,option1,en,,,40,
PRODUCT_VARIANT,'38802828165305,option1,en,,,42,
PRODUCT_VARIANT,'38802834227385,option1,en,,,34,
PRODUCT_VARIANT,'38802834260153,option1,en,,,36,
PRODUCT_VARIANT,'38802834292921,option1,en,,,38,
PRODUCT_VARIANT,'38802834325689,option1,en,,,40,
PRODUCT_VARIANT,'38802834358457,option1,en,,,42,
PRODUCT_VARIANT,'38802848252089,option1,en,,,34,
PRODUCT_VARIANT,'38802848284857,option1,en,,,36,
PRODUCT_VARIANT,'38802848317625,option1,en,,,38,
PRODUCT_VARIANT,'38802848350393,option1,en,,,40,
PRODUCT_VARIANT,'38802848383161,option1,en,,,42,
PRODUCT_VARIANT,'38802851561657,option1,en,,,34,
PRODUCT_VARIANT,'38802851594425,option1,en,,,36,
PRODUCT_VARIANT,'38802851627193,option1,en,,,38,
PRODUCT_VARIANT,'38802851659961,option1,en,,,40,
PRODUCT_VARIANT,'38802851692729,option1,en,,,42,
PRODUCT_VARIANT,'38802855329977,option1,en,,,34,
PRODUCT_VARIANT,'38802855362745,option1,en,,,36,
PRODUCT_VARIANT,'38802855395513,option1,en,,,38,
PRODUCT_VARIANT,'38802855428281,option1,en,,,40,
PRODUCT_VARIANT,'38802855461049,option1,en,,,42,
PRODUCT_VARIANT,'38802860015801,option1,en,,,34,
PRODUCT_VARIANT,'38802860048569,option1,en,,,36,
PRODUCT_VARIANT,'38802860081337,option1,en,,,38,
PRODUCT_VARIANT,'38802860114105,option1,en,,,40,
PRODUCT_VARIANT,'38802860146873,option1,en,,,42,
PRODUCT_VARIANT,'38802864865465,option1,en,,,34,
PRODUCT_VARIANT,'38802864931001,option1,en,,,36,
PRODUCT_VARIANT,'38802864963769,option1,en,,,38,
PRODUCT_VARIANT,'38802864996537,option1,en,,,40,
PRODUCT_VARIANT,'38802865029305,option1,en,,,42,
PRODUCT_VARIANT,'38802897010873,option1,en,,,34,
PRODUCT_VARIANT,'38802897043641,option1,en,,,36,
PRODUCT_VARIANT,'38802897076409,option1,en,,,38,
PRODUCT_VARIANT,'38802897109177,option1,en,,,40,
PRODUCT_VARIANT,'38802897141945,option1,en,,,42,
PRODUCT_VARIANT,'38802923487417,option1,en,,,34,
PRODUCT_VARIANT,'38802923520185,option1,en,,,36,
PRODUCT_VARIANT,'38802923552953,option1,en,,,38,
PRODUCT_VARIANT,'38802923585721,option1,en,,,40,
PRODUCT_VARIANT,'38802923618489,option1,en,,,42,
PRODUCT_VARIANT,'38802933743801,option1,en,,,34,
PRODUCT_VARIANT,'38802933776569,option1,en,,,36,
PRODUCT_VARIANT,'38802933809337,option1,en,,,38,
PRODUCT_VARIANT,'38802933842105,option1,en,,,40,
PRODUCT_VARIANT,'38802933874873,option1,en,,,42,
PRODUCT_VARIANT,'38802944622777,option1,en,,,34,
PRODUCT_VARIANT,'38802944655545,option1,en,,,36,
PRODUCT_VARIANT,'38802944688313,option1,en,,,38,
PRODUCT_VARIANT,'38802944721081,option1,en,,,40,
PRODUCT_VARIANT,'38802944753849,option1,en,,,42,
PRODUCT_VARIANT,'38802950815929,option1,en,,,34,
PRODUCT_VARIANT,'38802950848697,option1,en,,,36,
PRODUCT_VARIANT,'38802950881465,option1,en,,,38,
PRODUCT_VARIANT,'38802950914233,option1,en,,,40,
PRODUCT_VARIANT,'38802950947001,option1,en,,,42,
PRODUCT_VARIANT,'38802960416953,option1,en,,,34,
PRODUCT_VARIANT,'38802960449721,option1,en,,,36,
PRODUCT_VARIANT,'38802960482489,option1,en,,,38,
PRODUCT_VARIANT,'38802960515257,option1,en,,,40,
PRODUCT_VARIANT,'38802960548025,option1,en,,,42,
PRODUCT_VARIANT,'38802981257401,option1,en,,,34,
PRODUCT_VARIANT,'38802981290169,option1,en,,,36,
PRODUCT_VARIANT,'38802981322937,option1,en,,,38,
PRODUCT_VARIANT,'38802981355705,option1,en,,,40,
PRODUCT_VARIANT,'38802981388473,option1,en,,,42,
PRODUCT_VARIANT,'40792939561145,option1,en,,,34,
PRODUCT_VARIANT,'40792939593913,option1,en,,,36,
PRODUCT_VARIANT,'40792939626681,option1,en,,,38,
PRODUCT_VARIANT,'40792939659449,option1,en,,,40,
PRODUCT_VARIANT,'40792939692217,option1,en,,,42,
PRODUCT_VARIANT,'40792939724985,option1,en,,,44,
PRODUCT_VARIANT,'40792939790521,option1,en,,,34,
PRODUCT_VARIANT,'40792939823289,option1,en,,,36,
PRODUCT_VARIANT,'40792939856057,option1,en,,,38,
PRODUCT_VARIANT,'40792939888825,option1,en,,,40,
PRODUCT_VARIANT,'40792939921593,option1,en,,,42,
PRODUCT_VARIANT,'40792939954361,option1,en,,,44,
PRODUCT_VARIANT,'40792940019897,option1,en,,,34,
PRODUCT_VARIANT,'40792940052665,option1,en,,,36,
PRODUCT_VARIANT,'40792940085433,option1,en,,,38,
PRODUCT_VARIANT,'40792940118201,option1,en,,,40,
PRODUCT_VARIANT,'40792940150969,option1,en,,,42,
PRODUCT_VARIANT,'40792940183737,option1,en,,,44,
PRODUCT_VARIANT,'40792940249273,option1,en,,,34,
PRODUCT_VARIANT,'40792940282041,option1,en,,,36,
PRODUCT_VARIANT,'40792940314809,option1,en,,,38,
PRODUCT_VARIANT,'40792940347577,option1,en,,,40,
PRODUCT_VARIANT,'40792940380345,option1,en,,,42,
PRODUCT_VARIANT,'40792940413113,option1,en,,,44,
PRODUCT_VARIANT,'40792940740793,option1,en,,,34,
PRODUCT_VARIANT,'40792940773561,option1,en,,,36,
PRODUCT_VARIANT,'40792940806329,option1,en,,,38,
PRODUCT_VARIANT,'40792940839097,option1,en,,,40,
PRODUCT_VARIANT,'40792940871865,option1,en,,,42,
PRODUCT_VARIANT,'40792940904633,option1,en,,,44,
PRODUCT_VARIANT,'40792941199545,option1,en,,,34,
PRODUCT_VARIANT,'40792941232313,option1,en,,,36,
PRODUCT_VARIANT,'40792941265081,option1,en,,,38,
PRODUCT_VARIANT,'40792941297849,option1,en,,,40,
PRODUCT_VARIANT,'40792941330617,option1,en,,,42,
PRODUCT_VARIANT,'40792941363385,option1,en,,,44,
PRODUCT_VARIANT,'40792941625529,option1,en,,,34,
PRODUCT_VARIANT,'40792941658297,option1,en,,,36,
PRODUCT_VARIANT,'40792941691065,option1,en,,,38,
PRODUCT_VARIANT,'40792941723833,option1,en,,,40,
PRODUCT_VARIANT,'40792941756601,option1,en,,,42,
PRODUCT_VARIANT,'40792941789369,option1,en,,,44,
PRODUCT_VARIANT,'40792941854905,option1,en,,,34,
PRODUCT_VARIANT,'40792941887673,option1,en,,,36,
PRODUCT_VARIANT,'40792941920441,option1,en,,,38,
PRODUCT_VARIANT,'40792941953209,option1,en,,,40,
PRODUCT_VARIANT,'40792941985977,option1,en,,,42,
PRODUCT_VARIANT,'40792942018745,option1,en,,,44,
PRODUCT_VARIANT,'40792942051513,option1,en,,,34,
PRODUCT_VARIANT,'40792942084281,option1,en,,,36,
PRODUCT_VARIANT,'40792942117049,option1,en,,,38,
PRODUCT_VARIANT,'40792942182585,option1,en,,,40,
PRODUCT_VARIANT,'40792942215353,option1,en,,,42,
PRODUCT_VARIANT,'40792942248121,option1,en,,,44,
PRODUCT_VARIANT,'40792942903481,option1,en,,,34,
PRODUCT_VARIANT,'40792942936249,option1,en,,,36,
PRODUCT_VARIANT,'40792942969017,option1,en,,,38,
PRODUCT_VARIANT,'40792943001785,option1,en,,,40,
PRODUCT_VARIANT,'40792943034553,option1,en,,,42,
PRODUCT_VARIANT,'40792943067321,option1,en,,,44,
PRODUCT_VARIANT,'40792943132857,option1,en,,,34,
PRODUCT_VARIANT,'40792943165625,option1,en,,,36,
PRODUCT_VARIANT,'40792943198393,option1,en,,,38,
PRODUCT_VARIANT,'40792943231161,option1,en,,,40,
PRODUCT_VARIANT,'40792943296697,option1,en,,,42,
PRODUCT_VARIANT,'40792943329465,option1,en,,,44,
PRODUCT_VARIANT,'40792943362233,option1,en,,,34,
PRODUCT_VARIANT,'40792943395001,option1,en,,,36,
PRODUCT_VARIANT,'40792943427769,option1,en,,,38,
PRODUCT_VARIANT,'40792943460537,option1,en,,,40,
PRODUCT_VARIANT,'40792943493305,option1,en,,,42,
PRODUCT_VARIANT,'40792943526073,option1,en,,,44,
PRODUCT_VARIANT,'40792943689913,option1,en,,,34,
PRODUCT_VARIANT,'40792943722681,option1,en,,,36,
PRODUCT_VARIANT,'40792943755449,option1,en,,,38,
PRODUCT_VARIANT,'40792943788217,option1,en,,,40,
PRODUCT_VARIANT,'40792943820985,option1,en,,,42,
PRODUCT_VARIANT,'40792943853753,option1,en,,,44,
PRODUCT_VARIANT,'40792943919289,option1,en,,,34,
PRODUCT_VARIANT,'40792943952057,option1,en,,,36,
PRODUCT_VARIANT,'40792943984825,option1,en,,,38,
PRODUCT_VARIANT,'40792944050361,option1,en,,,40,
PRODUCT_VARIANT,'40792944083129,option1,en,,,42,
PRODUCT_VARIANT,'40792944115897,option1,en,,,44,
PRODUCT_VARIANT,'40792944148665,option1,en,,,34,
PRODUCT_VARIANT,'40792944181433,option1,en,,,36,
PRODUCT_VARIANT,'40792944214201,option1,en,,,38,
PRODUCT_VARIANT,'40792944246969,option1,en,,,40,
PRODUCT_VARIANT,'40792944279737,option1,en,,,42,
PRODUCT_VARIANT,'40792944312505,option1,en,,,44,
PRODUCT_VARIANT,'40792944410809,option1,en,,,34,
PRODUCT_VARIANT,'40792944443577,option1,en,,,36,
PRODUCT_VARIANT,'40792944476345,option1,en,,,38,
PRODUCT_VARIANT,'40792944509113,option1,en,,,40,
PRODUCT_VARIANT,'40792944541881,option1,en,,,42,
PRODUCT_VARIANT,'40792944574649,option1,en,,,44,
PRODUCT_VARIANT,'40792945033401,option1,en,,,34,
PRODUCT_VARIANT,'40792945066169,option1,en,,,36,
PRODUCT_VARIANT,'40792945098937,option1,en,,,38,
PRODUCT_VARIANT,'40792945131705,option1,en,,,40,
PRODUCT_VARIANT,'40792945164473,option1,en,,,42,
PRODUCT_VARIANT,'40792945197241,option1,en,,,44,
PRODUCT_VARIANT,'40792945230009,option1,en,,,34,
PRODUCT_VARIANT,'40792945262777,option1,en,,,36,
PRODUCT_VARIANT,'40792945295545,option1,en,,,38,
PRODUCT_VARIANT,'40792945328313,option1,en,,,40,
PRODUCT_VARIANT,'40792945361081,option1,en,,,42,
PRODUCT_VARIANT,'40792945393849,option1,en,,,44,
PRODUCT_VARIANT,'40792945492153,option1,en,,,34,
PRODUCT_VARIANT,'40792945524921,option1,en,,,36,
PRODUCT_VARIANT,'40792945557689,option1,en,,,38,
PRODUCT_VARIANT,'40792945590457,option1,en,,,40,
PRODUCT_VARIANT,'40792945623225,option1,en,,,42,
PRODUCT_VARIANT,'40792945655993,option1,en,,,44,
PRODUCT_VARIANT,'40792945688761,option1,en,,,34,
PRODUCT_VARIANT,'40792945721529,option1,en,,,36,
PRODUCT_VARIANT,'40792945754297,option1,en,,,38,
PRODUCT_VARIANT,'40792945787065,option1,en,,,40,
PRODUCT_VARIANT,'40792945819833,option1,en,,,42,
PRODUCT_VARIANT,'40792945852601,option1,en,,,44,
PRODUCT_VARIANT,'40792945983673,option1,en,,,34,
PRODUCT_VARIANT,'40792946016441,option1,en,,,36,
PRODUCT_VARIANT,'40792946049209,option1,en,,,38,
PRODUCT_VARIANT,'40792946081977,option1,en,,,40,
PRODUCT_VARIANT,'40792946114745,option1,en,,,42,
PRODUCT_VARIANT,'40792946147513,option1,en,,,44,
PRODUCT_VARIANT,'40792946278585,option1,en,,,34,
PRODUCT_VARIANT,'40792946311353,option1,en,,,36,
PRODUCT_VARIANT,'40792946344121,option1,en,,,38,
PRODUCT_VARIANT,'40792946376889,option1,en,,,40,
PRODUCT_VARIANT,'40792946409657,option1,en,,,42,
PRODUCT_VARIANT,'40792946442425,option1,en,,,44,
PRODUCT_VARIANT,'40792946573497,option1,en,,,34,
PRODUCT_VARIANT,'40792946606265,option1,en,,,36,
PRODUCT_VARIANT,'40792946639033,option1,en,,,38,
PRODUCT_VARIANT,'40792946671801,option1,en,,,40,
PRODUCT_VARIANT,'40792946704569,option1,en,,,42,
PRODUCT_VARIANT,'40792946737337,option1,en,,,44,
PRODUCT_VARIANT,'40792946999481,option1,en,,,34,
PRODUCT_VARIANT,'40792947032249,option1,en,,,36,
PRODUCT_VARIANT,'40792947065017,option1,en,,,38,
PRODUCT_VARIANT,'40792947097785,option1,en,,,40,
PRODUCT_VARIANT,'40792947130553,option1,en,,,42,
PRODUCT_VARIANT,'40792947163321,option1,en,,,44,
PRODUCT_VARIANT,'40792947556537,option1,en,,,34,
PRODUCT_VARIANT,'40792947589305,option1,en,,,36,
PRODUCT_VARIANT,'40792947622073,option1,en,,,38,
